edad,empleo,estado,educacion,impago,hipoteca,prestamo,tipo_contacto,mes,dia_semana,contactos_actual,contactos_anterior,resultado_anterior,tasa_var_empleo_3m,euribor_3m,ipc_1m,target
55,admin.,married,high.school,no,yes,yes,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
48,admin.,married,high.school,unknown,yes,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
38,admin.,single,university.degree,unknown,no,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,yes
29,admin.,single,university.degree,no,no,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
54,admin.,married,university.degree,no,no,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
53,services,unknown,unknown,no,yes,no,telephone,jun,tue,5,0,nonexistent,1.4,4.961,94.465,no
36,blue-collar,married,basic.4y,no,no,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
32,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
24,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
27,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
28,admin.,married,high.school,no,no,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
37,self-employed,married,basic.9y,no,no,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
36,technician,married,university.degree,no,no,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
40,admin.,single,university.degree,unknown,no,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
27,self-employed,single,university.degree,no,no,no,telephone,jun,tue,3,0,nonexistent,1.4,4.961,94.465,no
25,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
42,services,married,high.school,unknown,no,yes,telephone,jun,tue,3,0,nonexistent,1.4,4.961,94.465,no
36,services,divorced,university.degree,no,no,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
39,unemployed,married,university.degree,no,no,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
32,self-employed,married,professional.course,no,no,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
30,technician,married,high.school,unknown,no,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
32,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
34,admin.,married,university.degree,no,yes,yes,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
30,blue-collar,single,basic.4y,no,no,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
50,management,single,university.degree,no,no,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
54,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
47,housemaid,single,basic.4y,no,no,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
32,self-employed,married,professional.course,no,no,yes,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
56,technician,married,professional.course,unknown,no,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
30,admin.,single,high.school,unknown,yes,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
34,admin.,single,high.school,no,no,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
38,admin.,married,university.degree,no,yes,no,telephone,jun,tue,9,0,nonexistent,1.4,4.961,94.465,no
49,admin.,divorced,university.degree,no,unknown,unknown,telephone,jun,tue,3,0,nonexistent,1.4,4.961,94.465,no
35,technician,single,university.degree,no,no,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
45,blue-collar,single,basic.4y,unknown,no,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
32,unemployed,single,high.school,unknown,no,no,telephone,jun,tue,11,0,nonexistent,1.4,4.961,94.465,no
47,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,tue,9,0,nonexistent,1.4,4.961,94.465,no
36,technician,married,university.degree,no,no,no,telephone,jun,tue,4,0,nonexistent,1.4,4.961,94.465,no
50,management,married,high.school,unknown,yes,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
50,technician,married,professional.course,no,yes,yes,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
25,technician,married,high.school,no,no,no,telephone,jun,tue,5,0,nonexistent,1.4,4.961,94.465,no
37,blue-collar,single,basic.6y,unknown,unknown,unknown,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
31,blue-collar,married,basic.6y,no,yes,yes,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
38,admin.,single,basic.9y,no,no,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
45,technician,married,university.degree,no,yes,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
36,unemployed,married,high.school,no,yes,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
38,technician,single,university.degree,no,no,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
36,blue-collar,married,basic.9y,no,unknown,unknown,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
36,blue-collar,married,basic.9y,no,unknown,unknown,telephone,jun,tue,3,0,nonexistent,1.4,4.961,94.465,no
53,management,married,university.degree,unknown,no,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
45,admin.,married,high.school,no,yes,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
34,management,married,university.degree,no,yes,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
47,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
49,blue-collar,married,basic.9y,unknown,no,yes,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
31,technician,single,university.degree,no,no,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
38,management,married,high.school,unknown,yes,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
57,retired,single,professional.course,no,no,yes,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
49,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,31,0,nonexistent,1.4,4.961,94.465,no
51,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
39,admin.,divorced,high.school,no,no,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
54,management,married,university.degree,no,yes,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
52,services,married,high.school,no,yes,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
46,blue-collar,married,university.degree,no,yes,yes,telephone,jun,tue,5,0,nonexistent,1.4,4.961,94.465,no
41,technician,married,university.degree,no,no,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
40,admin.,married,high.school,no,unknown,unknown,telephone,jun,tue,6,0,nonexistent,1.4,4.961,94.465,no
38,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,tue,4,0,nonexistent,1.4,4.961,94.465,no
37,blue-collar,married,high.school,no,yes,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
31,services,married,high.school,unknown,yes,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
48,blue-collar,married,basic.6y,no,yes,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
44,technician,divorced,professional.course,no,no,yes,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
36,technician,single,university.degree,no,yes,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
32,self-employed,married,basic.9y,no,unknown,unknown,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
27,entrepreneur,single,university.degree,no,no,no,telephone,jun,tue,3,0,nonexistent,1.4,4.961,94.465,no
35,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
33,blue-collar,married,basic.9y,unknown,no,yes,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
37,technician,married,professional.course,unknown,yes,yes,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
36,technician,married,high.school,no,no,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
39,blue-collar,married,basic.6y,no,yes,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
33,entrepreneur,married,university.degree,no,yes,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
45,unknown,married,unknown,no,no,no,telephone,jun,tue,4,0,nonexistent,1.4,4.961,94.465,no
30,blue-collar,married,basic.6y,no,no,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
44,technician,single,unknown,no,yes,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
42,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
32,management,single,university.degree,no,yes,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
37,admin.,married,high.school,no,yes,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
39,unemployed,married,basic.9y,unknown,yes,no,telephone,jun,tue,5,0,nonexistent,1.4,4.961,94.465,no
42,blue-collar,divorced,high.school,no,yes,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
30,technician,single,university.degree,no,no,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
33,unemployed,divorced,professional.course,no,yes,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
39,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
43,technician,married,professional.course,no,no,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
56,housemaid,divorced,basic.4y,unknown,yes,no,telephone,jun,tue,5,0,nonexistent,1.4,4.961,94.465,no
38,admin.,married,university.degree,no,no,yes,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
51,blue-collar,married,basic.4y,unknown,no,yes,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,yes
44,admin.,divorced,high.school,unknown,no,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
36,management,married,university.degree,no,yes,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
41,services,married,high.school,unknown,yes,yes,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
39,student,single,unknown,no,yes,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
32,technician,married,professional.course,no,yes,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
49,admin.,single,unknown,unknown,unknown,unknown,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
47,admin.,married,university.degree,no,no,yes,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
33,blue-collar,married,basic.9y,no,no,yes,telephone,jun,tue,3,0,nonexistent,1.4,4.961,94.465,no
47,technician,married,professional.course,no,no,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
37,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
45,admin.,divorced,university.degree,unknown,yes,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
38,blue-collar,married,professional.course,no,no,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
57,housemaid,married,basic.6y,unknown,no,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
57,self-employed,married,unknown,unknown,yes,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
31,admin.,married,high.school,no,yes,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
35,blue-collar,married,basic.6y,no,no,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
58,retired,married,basic.4y,no,yes,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,no
57,management,divorced,university.degree,unknown,yes,yes,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
30,technician,single,professional.course,no,no,no,telephone,jun,tue,4,0,nonexistent,1.4,4.961,94.465,no
50,admin.,married,university.degree,unknown,yes,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
43,unemployed,married,basic.9y,unknown,yes,no,telephone,jun,tue,4,0,nonexistent,1.4,4.961,94.465,no
33,technician,married,university.degree,no,no,no,telephone,jun,tue,3,0,nonexistent,1.4,4.961,94.465,no
32,admin.,single,university.degree,no,yes,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
28,entrepreneur,married,basic.9y,no,yes,no,telephone,jun,tue,1,0,nonexistent,1.4,4.961,94.465,yes
30,self-employed,single,university.degree,no,no,yes,telephone,jun,tue,6,0,nonexistent,1.4,4.961,94.465,no
37,management,married,university.degree,no,no,no,telephone,jun,tue,4,0,nonexistent,1.4,4.961,94.465,yes
50,services,divorced,high.school,no,no,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
31,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,tue,3,0,nonexistent,1.4,4.961,94.465,yes
27,housemaid,married,basic.9y,unknown,yes,no,telephone,jun,tue,4,0,nonexistent,1.4,4.961,94.465,no
35,services,single,high.school,unknown,yes,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
22,student,single,high.school,no,unknown,unknown,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
50,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,tue,3,0,nonexistent,1.4,4.961,94.465,no
37,technician,married,high.school,unknown,yes,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
25,unemployed,single,high.school,unknown,yes,no,telephone,jun,tue,3,0,nonexistent,1.4,4.961,94.465,no
40,admin.,married,university.degree,no,yes,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
57,management,married,university.degree,unknown,yes,no,telephone,jun,tue,7,0,nonexistent,1.4,4.961,94.465,no
50,blue-collar,divorced,basic.9y,unknown,no,no,telephone,jun,tue,6,0,nonexistent,1.4,4.961,94.465,no
43,admin.,single,high.school,no,no,yes,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
60,self-employed,married,professional.course,unknown,no,no,telephone,jun,tue,5,0,nonexistent,1.4,4.961,94.465,no
44,technician,married,professional.course,no,yes,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
33,services,married,high.school,unknown,yes,no,telephone,jun,tue,3,0,nonexistent,1.4,4.961,94.465,yes
55,retired,married,professional.course,no,no,yes,telephone,jun,tue,4,0,nonexistent,1.4,4.961,94.465,no
45,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,tue,4,0,nonexistent,1.4,4.961,94.465,no
33,technician,single,professional.course,no,yes,no,telephone,jun,tue,4,0,nonexistent,1.4,4.961,94.465,no
56,unemployed,divorced,university.degree,unknown,yes,no,telephone,jun,tue,3,0,nonexistent,1.4,4.961,94.465,no
54,technician,married,professional.course,no,yes,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
53,blue-collar,married,basic.9y,no,no,yes,telephone,jun,tue,8,0,nonexistent,1.4,4.961,94.465,no
41,admin.,divorced,high.school,no,yes,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
28,student,single,high.school,unknown,no,no,telephone,jun,tue,9,0,nonexistent,1.4,4.961,94.465,no
52,blue-collar,divorced,high.school,no,no,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,yes
27,services,single,high.school,no,yes,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
28,technician,single,professional.course,no,no,yes,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
40,technician,married,basic.9y,unknown,yes,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
59,blue-collar,married,basic.6y,no,yes,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
41,services,married,high.school,no,yes,no,telephone,jun,tue,3,0,nonexistent,1.4,4.961,94.465,no
32,blue-collar,married,basic.9y,no,yes,yes,telephone,jun,tue,3,0,nonexistent,1.4,4.961,94.465,no
35,technician,married,professional.course,no,yes,no,telephone,jun,tue,3,0,nonexistent,1.4,4.961,94.465,no
52,technician,married,high.school,no,no,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
38,admin.,single,unknown,unknown,no,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
47,technician,married,professional.course,no,yes,no,telephone,jun,tue,6,0,nonexistent,1.4,4.961,94.465,no
37,services,divorced,high.school,no,yes,no,telephone,jun,tue,4,0,nonexistent,1.4,4.961,94.465,no
32,self-employed,married,basic.9y,no,yes,yes,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
48,blue-collar,married,unknown,unknown,yes,yes,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
39,blue-collar,married,high.school,no,yes,yes,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
33,admin.,married,university.degree,no,no,yes,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
36,entrepreneur,single,university.degree,no,no,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
50,entrepreneur,married,university.degree,no,no,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
37,admin.,single,high.school,no,yes,yes,telephone,jun,tue,3,0,nonexistent,1.4,4.961,94.465,no
30,entrepreneur,married,professional.course,no,yes,no,telephone,jun,tue,3,0,nonexistent,1.4,4.961,94.465,yes
57,self-employed,married,university.degree,unknown,no,no,telephone,jun,tue,7,0,nonexistent,1.4,4.961,94.465,no
36,blue-collar,married,professional.course,unknown,yes,yes,telephone,jun,tue,3,0,nonexistent,1.4,4.961,94.465,no
30,self-employed,single,university.degree,no,yes,no,telephone,jun,tue,3,0,nonexistent,1.4,4.961,94.465,yes
33,admin.,married,high.school,no,no,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
50,admin.,married,high.school,no,yes,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
29,services,married,high.school,no,no,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
46,services,married,professional.course,no,no,no,telephone,jun,tue,3,0,nonexistent,1.4,4.961,94.465,no
22,services,single,basic.4y,no,yes,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
50,admin.,married,high.school,unknown,yes,no,telephone,jun,tue,5,0,nonexistent,1.4,4.961,94.465,no
45,management,married,university.degree,no,yes,no,telephone,jun,tue,7,0,nonexistent,1.4,4.961,94.465,no
47,admin.,married,university.degree,no,yes,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
37,technician,married,university.degree,no,yes,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
42,self-employed,married,unknown,no,yes,no,telephone,jun,tue,3,0,nonexistent,1.4,4.961,94.465,no
39,unemployed,married,professional.course,unknown,no,no,telephone,jun,tue,4,0,nonexistent,1.4,4.961,94.465,no
37,technician,married,professional.course,no,no,no,telephone,jun,tue,3,0,nonexistent,1.4,4.961,94.465,no
51,services,married,high.school,no,no,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
55,technician,married,basic.9y,no,yes,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
28,admin.,married,high.school,no,yes,no,telephone,jun,tue,3,0,nonexistent,1.4,4.961,94.465,no
43,technician,married,professional.course,no,yes,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
40,services,married,basic.6y,unknown,no,yes,telephone,jun,tue,3,0,nonexistent,1.4,4.961,94.465,no
32,services,married,basic.9y,no,no,no,telephone,jun,tue,3,0,nonexistent,1.4,4.961,94.465,no
43,admin.,married,university.degree,no,yes,no,telephone,jun,tue,6,0,nonexistent,1.4,4.961,94.465,no
56,retired,married,basic.4y,no,no,no,telephone,jun,tue,3,0,nonexistent,1.4,4.961,94.465,no
26,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,3,0,nonexistent,1.4,4.961,94.465,no
26,admin.,married,high.school,no,yes,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
36,self-employed,married,university.degree,no,yes,no,telephone,jun,tue,7,0,nonexistent,1.4,4.961,94.465,no
38,admin.,married,university.degree,no,no,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
47,blue-collar,married,unknown,unknown,no,no,telephone,jun,tue,5,0,nonexistent,1.4,4.961,94.465,no
28,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
39,admin.,married,high.school,no,no,no,telephone,jun,tue,6,0,nonexistent,1.4,4.961,94.465,no
50,management,married,basic.4y,unknown,no,no,telephone,jun,tue,3,0,nonexistent,1.4,4.961,94.465,no
40,admin.,married,high.school,unknown,no,no,telephone,jun,tue,5,0,nonexistent,1.4,4.961,94.465,no
50,housemaid,divorced,basic.4y,unknown,yes,yes,telephone,jun,tue,27,0,nonexistent,1.4,4.961,94.465,no
33,admin.,single,high.school,unknown,no,yes,telephone,jun,tue,7,0,nonexistent,1.4,4.961,94.465,no
54,admin.,divorced,university.degree,no,no,no,telephone,jun,tue,4,0,nonexistent,1.4,4.961,94.465,no
29,admin.,single,university.degree,no,no,no,telephone,jun,tue,6,0,nonexistent,1.4,4.961,94.465,no
33,admin.,single,university.degree,no,yes,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
29,student,married,high.school,no,no,yes,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
27,technician,single,high.school,no,no,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
57,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,tue,5,0,nonexistent,1.4,4.961,94.465,no
34,entrepreneur,single,professional.course,no,no,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
28,services,single,high.school,no,no,no,telephone,jun,tue,3,0,nonexistent,1.4,4.961,94.465,no
35,admin.,married,university.degree,no,no,yes,telephone,jun,tue,3,0,nonexistent,1.4,4.961,94.465,no
35,self-employed,married,basic.9y,no,yes,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
50,blue-collar,single,basic.9y,unknown,no,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
45,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
40,entrepreneur,married,basic.4y,unknown,yes,no,telephone,jun,tue,6,0,nonexistent,1.4,4.961,94.465,no
41,management,married,basic.6y,no,no,yes,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
58,admin.,single,professional.course,unknown,no,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
36,blue-collar,married,university.degree,unknown,no,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
36,admin.,single,university.degree,no,no,no,telephone,jun,tue,10,0,nonexistent,1.4,4.961,94.465,no
37,admin.,married,university.degree,no,no,no,telephone,jun,tue,6,0,nonexistent,1.4,4.961,94.465,no
37,technician,married,high.school,no,yes,no,telephone,jun,tue,4,0,nonexistent,1.4,4.961,94.465,no
42,admin.,married,high.school,unknown,no,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
54,technician,married,professional.course,unknown,yes,yes,telephone,jun,tue,4,0,nonexistent,1.4,4.961,94.465,no
39,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,tue,16,0,nonexistent,1.4,4.961,94.465,no
39,admin.,married,university.degree,no,no,no,telephone,jun,tue,9,0,nonexistent,1.4,4.961,94.465,no
30,blue-collar,married,basic.4y,no,no,no,telephone,jun,tue,4,0,nonexistent,1.4,4.961,94.465,no
39,entrepreneur,married,high.school,no,no,no,telephone,jun,tue,6,0,nonexistent,1.4,4.961,94.465,no
40,services,single,high.school,no,no,no,telephone,jun,tue,4,0,nonexistent,1.4,4.961,94.465,no
37,technician,single,high.school,unknown,no,no,telephone,jun,tue,3,0,nonexistent,1.4,4.961,94.465,no
52,unemployed,married,high.school,no,yes,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
56,admin.,married,unknown,no,yes,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
43,blue-collar,married,basic.6y,no,yes,no,telephone,jun,tue,4,0,nonexistent,1.4,4.961,94.465,no
31,management,married,high.school,no,yes,yes,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
42,unemployed,married,professional.course,no,yes,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
26,admin.,single,basic.4y,no,yes,yes,telephone,jun,tue,6,0,nonexistent,1.4,4.961,94.465,no
39,services,married,high.school,no,no,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
42,management,married,basic.9y,no,yes,no,telephone,jun,tue,3,0,nonexistent,1.4,4.961,94.465,no
44,services,single,high.school,no,no,no,telephone,jun,tue,3,0,nonexistent,1.4,4.961,94.465,no
30,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,tue,3,0,nonexistent,1.4,4.961,94.465,no
42,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
45,unknown,married,unknown,unknown,yes,yes,telephone,jun,tue,5,0,nonexistent,1.4,4.961,94.465,no
44,entrepreneur,married,basic.4y,unknown,no,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
44,blue-collar,married,high.school,unknown,no,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
28,management,married,high.school,unknown,no,no,telephone,jun,tue,6,0,nonexistent,1.4,4.961,94.465,no
45,blue-collar,married,basic.4y,unknown,no,yes,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
35,unemployed,divorced,basic.4y,no,yes,yes,telephone,jun,tue,3,0,nonexistent,1.4,4.961,94.465,no
37,technician,single,university.degree,no,yes,no,telephone,jun,tue,3,0,nonexistent,1.4,4.961,94.465,no
24,admin.,single,university.degree,no,yes,no,telephone,jun,tue,21,0,nonexistent,1.4,4.961,94.465,no
30,technician,married,university.degree,unknown,no,no,telephone,jun,tue,6,0,nonexistent,1.4,4.961,94.465,no
43,blue-collar,married,basic.6y,unknown,yes,yes,telephone,jun,tue,3,0,nonexistent,1.4,4.961,94.465,no
32,technician,divorced,professional.course,no,yes,no,telephone,jun,tue,3,0,nonexistent,1.4,4.961,94.465,no
36,admin.,single,high.school,no,yes,no,telephone,jun,tue,7,0,nonexistent,1.4,4.961,94.465,no
44,admin.,divorced,high.school,no,no,no,telephone,jun,tue,4,0,nonexistent,1.4,4.961,94.465,no
46,blue-collar,divorced,basic.6y,no,yes,no,telephone,jun,tue,3,0,nonexistent,1.4,4.961,94.465,no
45,management,married,university.degree,no,yes,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
29,technician,divorced,university.degree,no,no,yes,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
51,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,tue,2,0,nonexistent,1.4,4.961,94.465,no
37,blue-collar,single,university.degree,no,no,no,telephone,jun,tue,7,0,nonexistent,1.4,4.961,94.465,no
