ID,marca,modelo,fecha,tipo_cambio,total_km,tipo_combustible,consumo,tipo_motor,tasa,precio
17708,ford, Puma,2020,Manual,3952,Petrol,4.67,1.0,150.0,20999
13061,vw, Shuttle,2018,Manual,22072,Diesel,4.99,2.0,145.0,19998
17479,audi, A8,2017,Semi-Auto,4685,Diesel,4.67,3.0,145.0,33950
17550,hyundi, IX20,2017,Manual,13817,Petrol,4.67,1.4,145.0,9695
18840,hyundi, IX35,2011,Manual,60000,Diesel,4.83,1.7,145.0,6975
18619,bmw, Z4,2019,Automatic,824,Petrol,6.08,2.0,145.0,32550
18673,toyota, Avensis,2004,Automatic,44000,Petrol,7.66,2.0,325.0,3495
13887,vw, Tiguan Allspace,2020,Manual,5000,Diesel,5.16,2.0,145.0,33990
13807,ford, Edge,2019,Semi-Auto,10,Diesel,6.32,2.0,145.0,33500
18559,ford, Edge,2017,Manual,7721,Diesel,4.83,2.0,145.0,22250
17194,ford, Tourneo Custom,2019,Automatic,4452,Diesel,7.81,2.0,145.0,28995
15177,bmw, M4,2019,Semi-Auto,19,Petrol,6.92,3.0,145.0,43950
17497,audi, RS5,2019,Semi-Auto,3382,Petrol,7.81,2.9,145.0,58995
12006,ford, Grand C-MAX,2018,Manual,5113,Petrol,4.91,1.0,145.0,14000
15845,vauxhall, GTC,2016,Manual,44916,Petrol,4.99,1.4,160.0,7891
13799,skoda, Rapid,2018,Manual,10286,Petrol,3.99,1.0,145.0,10899
17685,ford, Edge,2017,Manual,12798,Diesel,4.83,2.0,160.0,19000
14922,skoda, Kamiq,2019,Semi-Auto,1000,Petrol,5.33,1.5,145.0,20995
14626,merc, S Class,2011,Automatic,66000,Diesel,5.67,3.0,265.0,10950
17926,skoda, Scala,2020,Semi-Auto,1000,Diesel,4.33,1.6,145.0,17995
12143,hyundi, I40,2016,Manual,38259,Diesel,3.58,1.7,30.0,9698
12524,merc, CLS Class,2019,Semi-Auto,2798,Diesel,4.91,2.9,145.0,47899
12682,hyundi, Santa Fe,2017,Semi-Auto,35406,Diesel,5.5,2.2,235.0,19770
14397,merc, GL Class,2016,Manual,42320,Diesel,3.66,2.1,20.0,15000
14517,vauxhall, GTC,2017,Manual,25983,Petrol,6.5,2.0,145.0,15289
16164,toyota, Verso,2015,Automatic,10500,Petrol,5.41,1.8,165.0,14274
16474,hyundi, IX20,2017,Automatic,27918,Petrol,5.41,1.6,145.0,9628
13876,ford, Grand C-MAX,2016,Manual,37021,Petrol,4.33,1.0,30.0,10730
17616,skoda, Scala,2020,Manual,10,Petrol,4.74,1.0,145.0,18750
17217,ford, Edge,2018,Automatic,12145,Diesel,4.91,2.0,145.0,25500
16964,toyota, Avensis,2010,Automatic,80000,Diesel,5.57,2.2,260.0,5495
19545,bmw, i3,2016,Automatic,9990,Electric,0.5,0.0,0.0,18999
14225,merc, SLK,2016,Semi-Auto,28852,Diesel,3.33,2.0,30.0,16980
13846,bmw, i8,2018,Automatic,13909,Hybrid,1.75,1.5,135.0,55485
14769,audi, Q8,2019,Automatic,1000,Diesel,7.0,3.0,145.0,54500
18778,skoda, Yeti,2016,Semi-Auto,18599,Petrol,4.58,1.2,125.0,12750
13661,bmw, M4,2016,Semi-Auto,30241,Petrol,6.92,3.0,300.0,29990
19378,bmw, Z4,2014,Manual,37957,Petrol,5.67,2.0,200.0,13200
14066,ford, Galaxy,2019,Manual,8307,Diesel,4.25,2.0,145.0,24000
15924,skoda, Scala,2019,Manual,3497,Petrol,4.74,1.0,150.0,14988
12275,merc, SLK,2016,Semi-Auto,36363,Diesel,3.33,2.0,30.0,16480
18734,vw, Tiguan Allspace,2018,Semi-Auto,20301,Diesel,4.91,2.0,150.0,24900
12286,merc, CLA Class,2017,Manual,35580,Petrol,4.83,1.6,150.0,16600
14831,ford, Grand C-MAX,2013,Automatic,60037,Diesel,4.83,2.0,160.0,6826
16875,audi, A7,2017,Semi-Auto,14468,Diesel,4.5,3.0,145.0,29900
17089,bmw, 6 Series,2017,Semi-Auto,20643,Diesel,4.58,3.0,145.0,27825
13302,vw, Tiguan Allspace,2018,Semi-Auto,17434,Petrol,5.41,1.4,145.0,22950
14000,audi, R8,2019,Semi-Auto,10,Petrol,10.99,5.2,150.0,137500
19527,bmw, 8 Series,2019,Semi-Auto,3489,Diesel,5.91,3.0,145.0,55980
15154,skoda, Rapid,2017,Manual,27737,Petrol,4.08,1.2,150.0,8490
18380,merc, CLS Class,2015,Automatic,20000,Diesel,4.08,2.1,125.0,18990
16638,bmw, Z4,2020,Semi-Auto,100,Petrol,6.08,2.0,150.0,30990
14335,vw, Beetle,2015,Semi-Auto,37843,Diesel,3.99,2.0,125.0,10495
16799,merc, S Class,2019,Automatic,2255,Diesel,4.5,3.0,145.0,54999
14266,vauxhall, GTC,2018,Manual,4646,Petrol,6.5,2.0,145.0,19998
15238,ford, Grand Tourneo Connect,2015,Manual,94362,Diesel,3.99,1.6,125.0,9490
13982,vw, Tiguan Allspace,2019,Automatic,6580,Diesel,6.0,2.0,145.0,31990
15458,audi, S3,2016,Automatic,68180,Petrol,5.33,2.0,160.0,18500
14146,merc, V Class,2015,Automatic,48500,Diesel,5.16,2.1,200.0,26490
15721,vw, Caddy,2016,Automatic,59523,Diesel,4.25,2.0,145.0,11999
14750,bmw, 8 Series,2020,Semi-Auto,1501,Petrol,7.42,3.0,145.0,59995
16738,bmw, M2,2019,Automatic,999,Petrol,8.08,3.0,145.0,46995
13342,bmw, 6 Series,2013,Semi-Auto,54483,Diesel,4.58,3.0,160.0,16640
16420,audi, SQ5,2020,Automatic,1500,Diesel,6.82,0.0,145.0,56450
13307,toyota, Verso,2013,Semi-Auto,28294,Petrol,5.67,1.8,205.0,9790
12163,merc, V Class,2017,Semi-Auto,58590,Diesel,5.25,2.2,235.0,27998
16374,vauxhall, Combo Life,2018,Manual,13658,Diesel,4.41,1.5,145.0,13330
17362,bmw, i3,2016,Automatic,68000,Hybrid,0.5,0.0,0.0,15990
12637,ford, Grand C-MAX,2017,Manual,29886,Diesel,3.66,1.5,30.0,10698
15472,ford, Edge,2017,Automatic,26818,Diesel,4.91,2.0,145.0,24000
18390,bmw, M2,2019,Semi-Auto,4929,Petrol,8.08,3.0,150.0,44500
15796,ford, Galaxy,2017,Manual,25183,Diesel,4.16,2.0,125.0,20000
18099,vw, Caravelle,2020,Semi-Auto,1500,Diesel,6.92,2.0,145.0,49995
17409,vauxhall, Antara,2012,Manual,63725,Diesel,5.5,2.2,240.0,5695
12120,ford, Galaxy,2017,Manual,22995,Diesel,4.16,2.0,125.0,19995
16247,audi, S4,2017,Automatic,20278,Petrol,6.08,3.0,145.0,23700
19034,vauxhall, Combo Life,2019,Manual,7211,Diesel,4.41,1.5,145.0,14995
14432,audi, RS5,2019,Automatic,1000,Petrol,7.92,2.9,145.0,63950
14679,vw, Caddy Maxi Life,2019,Semi-Auto,11744,Diesel,4.33,2.0,150.0,19795
15917,ford, Grand C-MAX,2015,Semi-Auto,40521,Diesel,4.16,2.0,125.0,9797
13871,merc, CLA Class,2020,Automatic,4345,Petrol,5.16,1.3,150.0,24899
13761,vauxhall, Combo Life,2019,Manual,8067,Diesel,4.41,1.5,150.0,13998
12879,vauxhall, Vivaro,2018,Manual,13585,Diesel,4.67,1.6,145.0,19998
18805,vw, Caravelle,2019,Semi-Auto,9221,Diesel,7.0,2.0,145.0,39999
13532,audi, A7,2014,Automatic,47317,Diesel,4.33,3.0,145.0,19499
17229,hyundi, IX35,2015,Manual,54783,Diesel,4.41,1.7,150.0,7995
13372,vw, Scirocco,2016,Manual,16000,Petrol,4.99,2.0,145.0,12990
18689,vauxhall, Combo Life,2019,Manual,11438,Diesel,4.41,1.5,150.0,13998
15882,vw, Tiguan Allspace,2019,Automatic,21963,Diesel,6.0,2.0,150.0,25000
14131,bmw, X4,2018,Semi-Auto,12,Diesel,5.5,2.0,145.0,43990
12901,hyundi, IX20,2015,Automatic,8500,Petrol,5.39,1.6,200.0,9250
18349,bmw, X4,2019,Automatic,9095,Diesel,6.32,3.0,145.0,41376
19345,toyota, Prius,2013,Automatic,48597,Hybrid,3.41,1.8,0.0,16995
19128,toyota, Verso,2017,Manual,36199,Petrol,5.67,1.6,205.0,10998
18061,vw, CC,2014,Automatic,61063,Diesel,4.41,2.0,145.0,9999
16943,ford, Tourneo Connect,2017,Manual,21310,Diesel,3.83,1.5,30.0,12991
19012,audi, A8,2012,Automatic,70894,Diesel,5.33,3.0,235.0,13437
16672,bmw, M4,2018,Semi-Auto,10809,Petrol,6.92,3.0,150.0,39999
14953,ford, Grand Tourneo Connect,2016,Automatic,29000,Diesel,4.16,1.5,125.0,13000
18002,ford, Edge,2017,Manual,19076,Diesel,4.83,2.0,165.0,19700
18702,merc, GL Class,2015,Automatic,64539,Diesel,3.5,2.1,20.0,13999
19481,bmw, X4,2019,Semi-Auto,4832,Diesel,5.5,2.0,145.0,35694
13974,merc, CLA Class,2017,Automatic,8423,Diesel,3.5,2.1,150.0,18790
12236,hyundi, Getz,2003,Automatic,51000,Petrol,6.32,1.6,260.0,1990
16865,audi, A8,2020,Automatic,3452,Diesel,6.0,3.0,145.0,49800
13390,toyota, Prius,2017,Automatic,56178,Hybrid,2.5,1.8,140.0,16500
16956,ford, Grand C-MAX,2015,Manual,25969,Diesel,3.66,1.5,30.0,9998
17555,vw, Scirocco,2016,Manual,19320,Petrol,6.74,2.0,305.0,18999
17119,hyundi, IX20,2017,Manual,20967,Petrol,4.67,1.4,145.0,8340
17157,skoda, Yeti,2014,Manual,57801,Diesel,3.83,1.6,30.0,6700
15816,ford, Edge,2018,Manual,26531,Diesel,4.91,2.0,145.0,21200
17773,vw, Scirocco,2017,Manual,20648,Diesel,4.25,2.0,20.0,15598
14765,ford, Grand C-MAX,2017,Manual,17121,Diesel,3.66,1.5,30.0,10500
13261,toyota, Avensis,2016,Manual,29210,Petrol,4.99,1.8,145.0,11495
12606,toyota, Supra,2019,Semi-Auto,3000,Petrol,6.82,3.0,145.0,49990
15421,bmw, i3,2015,Automatic,29465,Electric,0.5,1.0,0.0,17400
12800,ford, Mustang,2020,Automatic,3500,Petrol,7.66,2.3,145.0,38489
17854,ford, KA,2014,Manual,17000,Petrol,4.08,1.2,30.0,4999
12200,vw, Scirocco,2017,Manual,25150,Diesel,3.66,2.0,145.0,17999
19379,skoda, Scala,2019,Manual,2688,Petrol,4.74,1.0,150.0,14995
18676,hyundi, I40,2015,Manual,62106,Diesel,3.91,1.7,125.0,8750
15358,vw, Scirocco,2013,Manual,67547,Petrol,5.33,1.4,160.0,7599
14641,skoda, Scala,2019,Automatic,499,Diesel,4.33,1.6,145.0,16995
15786,merc, M Class,2012,Automatic,61898,Diesel,6.0,3.0,300.0,14400
12078,merc, CLS Class,2017,Semi-Auto,45870,Diesel,4.08,2.1,125.0,20480
12272,ford, Grand Tourneo Connect,2019,Manual,542,Diesel,3.83,1.5,145.0,18500
13264,merc, V Class,2018,Manual,21749,Diesel,5.08,2.1,145.0,18000
16400,bmw, Z4,2020,Semi-Auto,4646,Petrol,6.08,2.0,145.0,29990
17800,vw, Scirocco,2017,Semi-Auto,50405,Diesel,4.08,2.0,30.0,13791
12441,bmw, X6,2016,Semi-Auto,26615,Diesel,5.25,3.0,200.0,32800
17402,merc, S Class,2019,Automatic,3671,Petrol,7.42,4.0,145.0,104590
18959,merc, S Class,2017,Automatic,26000,Diesel,4.67,3.0,150.0,28999
17645,merc, CLA Class,2017,Automatic,7392,Petrol,4.41,1.6,150.0,17000
13572,vw, Scirocco,2017,Automatic,18682,Diesel,4.08,2.0,145.0,15117
13999,vw, Beetle,2014,Manual,36262,Petrol,4.91,1.2,150.0,9965
15977,hyundi, I800,2019,Automatic,12450,Diesel,8.4,2.5,145.0,19965
16749,vauxhall, Zafira Tourer,2014,Manual,45000,Diesel,4.25,2.0,145.0,7699
15442,merc, X-CLASS,2019,Automatic,3789,Diesel,7.49,3.0,260.0,47400
14272,audi, S3,2014,Semi-Auto,63000,Petrol,5.75,2.0,200.0,17500
15164,hyundi, Santa Fe,2016,Manual,44905,Diesel,4.99,2.2,200.0,16498
16014,toyota, Land Cruiser,2020,Automatic,4000,Diesel,7.81,2.8,150.0,54550
17326,skoda, Scala,2019,Manual,2000,Diesel,4.08,1.6,145.0,17995
14050,ford, Edge,2018,Automatic,13712,Diesel,4.91,2.0,145.0,23740
15772,bmw, X6,2015,Semi-Auto,26100,Diesel,5.16,3.0,205.0,25000
17557,vauxhall, GTC,2018,Manual,8193,Petrol,4.99,1.4,145.0,13496
12914,merc, V Class,2019,Automatic,1250,Diesel,5.25,2.2,145.0,39500
19032,vw, Tiguan Allspace,2019,Automatic,4647,Petrol,7.66,2.0,145.0,31113
17488,audi, RS3,2019,Automatic,6005,Petrol,7.81,2.5,145.0,40399
14754,vw, Jetta,2015,Manual,84700,Diesel,3.5,2.0,20.0,8495
16357,vw, Scirocco,2014,Manual,54239,Diesel,3.75,2.0,30.0,10500
16829,vw, Amarok,2019,Automatic,10000,Diesel,7.0,3.0,260.0,35995
17050,merc, V Class,2017,Automatic,8141,Diesel,5.16,2.2,145.0,32980
12118,skoda, Scala,2020,Semi-Auto,1700,Petrol,4.99,1.0,145.0,16995
13506,vw, Arteon,2020,Semi-Auto,3000,Petrol,6.57,2.0,145.0,32495
18752,merc, S Class,2019,Semi-Auto,1766,Diesel,4.83,3.0,145.0,63099
13706,skoda, Yeti,2016,Semi-Auto,26254,Petrol,4.58,1.2,125.0,11490
15797,vw, Caddy Maxi Life,2018,Manual,6200,Diesel,4.08,2.0,145.0,18990
16550,hyundi, IX20,2017,Automatic,31100,Petrol,5.41,1.6,160.0,8495
19115,vw, Amarok,2019,Automatic,8500,Diesel,8.31,3.0,260.0,30000
15113,vauxhall, Combo Life,2018,Manual,6900,Diesel,4.41,1.5,145.0,15995
12643,vauxhall, Zafira Tourer,2016,Manual,22983,Petrol,5.57,1.4,200.0,9950
16169,vauxhall, Zafira Tourer,2015,Manual,50000,Petrol,5.57,1.4,205.0,8500
13571,bmw, 6 Series,2017,Automatic,35357,Diesel,4.74,3.0,205.0,22475
15108,ford, Edge,2019,Semi-Auto,7015,Diesel,6.32,2.0,145.0,32490
13520,bmw, M4,2020,Semi-Auto,1500,Petrol,6.92,3.0,145.0,45995
15613,hyundi, Santa Fe,2017,Semi-Auto,39990,Diesel,5.5,2.2,235.0,17599
19205,hyundi, I800,2016,Manual,30283,Diesel,6.24,2.5,300.0,13990
14544,audi, S4,2019,Automatic,1481,Diesel,6.0,3.0,145.0,42888
14032,skoda, Kamiq,2020,Manual,1169,Petrol,5.08,1.5,145.0,20999
17312,vw, Caddy Life,2017,Semi-Auto,20123,Diesel,4.25,2.0,145.0,15998
13545,ford, KA,2014,Manual,54096,Petrol,4.08,1.2,30.0,4290
15682,vw, Arteon,2019,Semi-Auto,9988,Petrol,7.17,2.0,145.0,27995
13467,ford, Edge,2016,Automatic,36142,Diesel,4.83,2.0,165.0,19199
12194,merc, GL Class,2016,Automatic,36000,Diesel,5.5,3.0,235.0,27990
15713,audi, RS6,2017,Automatic,39300,Petrol,8.0,4.0,145.0,54990
19404,toyota, Verso,2017,Semi-Auto,19687,Petrol,5.41,1.8,165.0,16299
13881,vauxhall, Combo Life,2018,Manual,11935,Diesel,4.41,1.5,145.0,15690
16032,merc, GL Class,2017,Automatic,19000,Diesel,4.16,2.1,145.0,18990
13237,vw, CC,2014,Manual,11980,Diesel,3.99,2.0,125.0,12400
19210,merc, S Class,2015,Semi-Auto,30554,Diesel,4.83,3.0,200.0,27998
16484,merc, SLK,2008,Automatic,60000,Petrol,6.84,1.8,280.0,5980
19024,skoda, Rapid,2017,Manual,50000,Diesel,3.17,1.6,145.0,8495
16958,audi, RS6,2016,Automatic,51600,Petrol,8.0,4.0,325.0,48990
13656,audi, RS6,2017,Semi-Auto,39300,Petrol,8.0,4.0,145.0,54490
12454,vw, Caravelle,2012,Semi-Auto,212000,Diesel,6.84,2.0,325.0,11995
17619,vw, Caravelle,2019,Semi-Auto,8198,Diesel,7.0,2.0,145.0,41990
13060,ford, KA,2015,Manual,41800,Petrol,4.08,1.2,30.0,4995
12215,vw, CC,2013,Manual,79303,Diesel,3.91,2.0,30.0,7970
18460,vw, Tiguan Allspace,2019,Semi-Auto,5407,Diesel,6.0,2.0,145.0,27599
14793,ford, Grand C-MAX,2017,Manual,31125,Diesel,3.66,1.5,145.0,10600
18187,vauxhall, Vivaro,2018,Manual,22036,Diesel,5.75,1.6,145.0,19500
18954,audi, A7,2019,Automatic,6785,Diesel,6.57,3.0,145.0,46480
13376,hyundi, IX35,2012,Manual,119050,Diesel,4.83,1.7,150.0,5000
16470,ford, KA,2019,Manual,6596,Petrol,4.91,1.2,145.0,10000
18812,audi, RS5,2015,Automatic,66000,Petrol,8.74,4.2,555.0,25950
18856,audi, A7,2020,Automatic,1200,Diesel,6.16,3.0,150.0,45000
15567,bmw, M5,2018,Semi-Auto,10455,Petrol,8.74,4.4,150.0,59973
18270,bmw, 6 Series,2015,Semi-Auto,46659,Diesel,4.74,3.0,160.0,20490
15947,vw, Caravelle,2019,Automatic,8521,Diesel,7.17,2.0,145.0,43499
14580,vw, Beetle,2016,Semi-Auto,13771,Petrol,4.41,1.2,125.0,12995
14231,vauxhall, Vivaro,2015,Manual,40868,Diesel,5.5,1.6,235.0,13995
16678,vw, Shuttle,2017,Manual,39013,Diesel,4.99,2.0,200.0,19498
15344,ford, KA,2008,Manual,77000,Petrol,5.41,1.3,195.0,850
13243,toyota, GT86,2019,Manual,8912,Petrol,7.08,2.0,145.0,25995
14200,ford, KA,2013,Manual,69000,Petrol,4.08,1.2,30.0,2975
14871,bmw, X6,2019,Semi-Auto,1000,Diesel,6.74,3.0,145.0,61854
15158,merc, CLS Class,2019,Automatic,2817,Diesel,4.91,2.9,145.0,45636
18192,ford, Puma,2020,Manual,1879,Petrol,4.67,1.0,145.0,21999
12693,audi, RS5,2018,Automatic,13121,Petrol,7.24,2.9,145.0,42000
14249,merc, GL Class,2016,Manual,34132,Petrol,4.83,1.6,145.0,16299
16549,vauxhall, Combo Life,2019,Manual,839,Diesel,4.41,1.5,145.0,17299
13107,bmw, M4,2020,Semi-Auto,30,Petrol,6.92,3.0,145.0,48000
19061,ford, Tourneo Custom,2019,Manual,10012,Diesel,6.66,2.0,150.0,24000
15730,vw, Scirocco,2017,Manual,34217,Diesel,4.41,2.0,145.0,14728
18069,merc, V Class,2019,Automatic,100,Diesel,6.41,2.0,145.0,46895
15723,toyota, Verso,2017,Semi-Auto,25050,Petrol,5.5,1.8,200.0,12990
18583,merc, SLK,2013,Automatic,43150,Petrol,5.41,1.8,200.0,12995
14917,vw, Amarok,2019,Automatic,5000,Diesel,7.0,3.0,260.0,32290
12577,audi, Q8,2019,Automatic,8787,Diesel,7.17,3.0,145.0,56996
18406,vw, Beetle,2014,Manual,40830,Petrol,6.08,2.0,235.0,10700
17136,bmw, 7 Series,2019,Semi-Auto,2218,Petrol,7.0,3.0,145.0,50390
18794,ford, Puma,2002,Manual,108000,Petrol,6.16,1.7,230.0,2195
12845,hyundi, Santa Fe,2017,Semi-Auto,41429,Diesel,5.5,2.2,145.0,18894
16511,merc, CLS Class,2013,Automatic,65000,Diesel,4.33,2.1,150.0,12000
13213,vauxhall, Combo Life,2018,Manual,4541,Diesel,4.41,1.5,145.0,13990
15647,toyota, Avensis,2017,Manual,22640,Diesel,3.5,1.6,20.0,11645
14247,ford, Tourneo Connect,2017,Manual,5094,Diesel,3.66,1.5,145.0,12998
13990,ford, KA,2012,Manual,86667,Petrol,4.08,1.2,30.0,3491
17177,toyota, Avensis,2015,Manual,42238,Diesel,3.75,2.0,30.0,9065
14369,merc, GL Class,2016,Automatic,16000,Diesel,6.5,3.0,300.0,36500
18591,toyota, Prius,2019,Automatic,464,Hybrid,3.83,1.8,135.0,23498
12278,hyundi, Santa Fe,2019,Semi-Auto,130,Diesel,5.5,2.2,145.0,31995
14561,vw, Arteon,2019,Manual,11334,Diesel,3.58,2.0,145.0,23650
16175,bmw, X4,2019,Semi-Auto,8310,Diesel,5.5,2.0,145.0,36390
18746,hyundi, Santa Fe,2002,Manual,94000,Petrol,7.74,2.4,325.0,1200
13996,ford, Galaxy,2017,Manual,36947,Diesel,4.16,2.0,125.0,18979
14484,merc, CLA Class,2014,Automatic,45000,Diesel,3.75,2.1,30.0,15990
13659,audi, RS3,2015,Semi-Auto,60457,Petrol,6.74,2.5,300.0,26995
18161,ford, Mustang,2016,Semi-Auto,42086,Petrol,10.01,5.0,570.0,24999
16704,skoda, Scala,2020,Manual,747,Petrol,4.67,1.0,145.0,14985
14620,vw, Scirocco,2017,Manual,18688,Petrol,4.5,1.4,150.0,13990
17009,bmw, X4,2019,Automatic,9210,Diesel,5.5,2.0,145.0,39990
16286,vauxhall, Combo Life,2019,Manual,2072,Petrol,5.57,1.2,145.0,14591
12089,bmw, M4,2017,Semi-Auto,20750,Petrol,6.92,3.0,300.0,34950
18732,bmw, X6,2019,Automatic,4509,Diesel,6.74,3.0,145.0,59991
12543,ford, Tourneo Custom,2017,Manual,15000,Diesel,5.08,2.0,145.0,19990
17376,vw, Jetta,2011,Manual,60200,Diesel,3.99,2.0,125.0,5995
12110,vw, Caddy,2015,Manual,45500,Diesel,4.74,2.0,160.0,13590
13821,vw, Arteon,2019,Automatic,6000,Diesel,3.91,2.0,145.0,27990
15486,vw, Beetle,2014,Manual,37864,Petrol,4.91,1.2,145.0,8311
15821,merc, SLK,2002,Automatic,61400,Petrol,7.84,2.3,325.0,3990
16771,ford, KA,2015,Manual,38622,Petrol,4.08,1.2,30.0,4500
18303,ford, Puma,2019,Manual,207,Petrol,4.67,1.0,145.0,20800
13704,merc, V Class,2019,Semi-Auto,14086,Diesel,5.16,2.2,145.0,38995
14783,ford, KA,2009,Manual,85000,Petrol,4.25,1.2,30.0,1954
18338,merc, GL Class,2018,Automatic,14505,Petrol,4.67,1.6,145.0,20699
15293,hyundi, IX20,2016,Manual,21152,Diesel,3.66,1.6,30.0,9000
19033,bmw, M3,2017,Semi-Auto,21431,Petrol,6.92,3.0,150.0,37970
12098,ford, KA,2013,Manual,51000,Petrol,4.08,1.2,30.0,4490
14511,hyundi, Santa Fe,2014,Manual,55000,Diesel,5.08,2.2,200.0,14500
13450,ford, Tourneo Connect,2015,Manual,47904,Diesel,4.16,1.6,125.0,9295
18333,ford, Edge,2017,Semi-Auto,34270,Diesel,4.91,2.0,145.0,20495
18271,skoda, Rapid,2015,Manual,37500,Diesel,3.66,1.6,30.0,8490
18434,bmw, M4,2015,Semi-Auto,37724,Petrol,7.24,3.0,325.0,29490
13334,hyundi, Santa Fe,2019,Automatic,10903,Diesel,6.0,2.2,145.0,32450
19040,skoda, Rapid,2018,Manual,11154,Petrol,3.83,1.0,145.0,9791
14655,vw, Caddy Maxi Life,2019,Semi-Auto,9277,Diesel,4.33,2.0,145.0,18795
19069,toyota, GT86,2020,Manual,516,Petrol,7.08,2.0,150.0,27998
19155,merc, CLS Class,2018,Automatic,8376,Petrol,6.5,3.0,145.0,41495
15791,ford, KA,2016,Manual,27703,Petrol,4.08,1.2,30.0,5999
15246,hyundi, IX35,2014,Manual,22632,Diesel,4.41,1.7,145.0,8990
16578,skoda, Rapid,2016,Manual,45895,Petrol,4.08,1.2,30.0,7795
19337,merc, CLA Class,2016,Automatic,30500,Petrol,5.75,2.0,205.0,28944
15363,vw, Jetta,2008,Manual,111000,Diesel,4.83,2.0,155.0,2295
15895,ford, Grand C-MAX,2017,Manual,48934,Petrol,4.33,1.0,150.0,10998
17734,ford, Grand C-MAX,2017,Manual,8764,Diesel,3.66,1.5,30.0,12850
17979,ford, Edge,2019,Automatic,3000,Diesel,5.82,2.0,145.0,23995
16285,toyota, PROACE VERSO,2019,Automatic,5633,Diesel,6.08,2.0,145.0,27990
14772,hyundi, I800,2018,Automatic,32383,Diesel,8.4,2.5,145.0,15995
17947,hyundi, I40,2016,Manual,40741,Diesel,3.58,1.7,30.0,9798
13459,ford, Grand C-MAX,2017,Manual,53296,Diesel,3.66,1.5,30.0,7994
13826,bmw, i8,2015,Automatic,43323,Hybrid,1.75,1.5,0.0,44990
18637,merc, GLS Class,2016,Semi-Auto,33000,Diesel,6.32,3.0,300.0,36495
17169,vw, Arteon,2019,Semi-Auto,7000,Petrol,4.99,2.0,145.0,28995
18440,bmw, 7 Series,2017,Semi-Auto,7500,Petrol,6.66,4.4,150.0,38950
12121,vw, Tiguan Allspace,2018,Semi-Auto,8019,Diesel,4.91,2.0,145.0,25499
17520,ford, Edge,2016,Semi-Auto,28860,Diesel,4.91,2.0,200.0,20595
19489,bmw, Z4,2020,Semi-Auto,10,Petrol,6.08,2.0,145.0,33490
18457,vauxhall, Combo Life,2019,Manual,6526,Petrol,5.57,1.2,145.0,13887
12758,vw, Scirocco,2011,Manual,80000,Diesel,3.75,2.0,30.0,6975
12161,vw, Arteon,2018,Automatic,20159,Petrol,4.99,2.0,145.0,20990
16457,ford, Tourneo Custom,2018,Manual,6959,Diesel,5.08,2.0,145.0,21980
12929,vw, Scirocco,2017,Manual,37835,Diesel,4.41,2.0,30.0,15601
19280,merc, S Class,2019,Semi-Auto,9955,Diesel,4.5,3.0,145.0,48896
15604,merc, CLA Class,2017,Manual,31555,Diesel,3.5,2.1,20.0,17999
17988,toyota, Prius,2017,Automatic,23056,Hybrid,2.5,1.8,0.0,17995
19339,vw, Amarok,2017,Automatic,51214,Diesel,6.5,3.0,260.0,23990
17583,audi, A8,2015,Semi-Auto,52891,Diesel,4.91,3.0,205.0,19999
18699,merc, S Class,2019,Semi-Auto,8365,Diesel,4.5,3.0,145.0,48499
14990,skoda, Kamiq,2019,Manual,3100,Petrol,4.91,1.0,145.0,17990
12125,vw, Shuttle,2019,Semi-Auto,14028,Diesel,7.17,2.0,145.0,28995
16089,bmw, Z4,2014,Manual,22080,Petrol,5.67,2.0,205.0,13498
13819,skoda, Scala,2019,Semi-Auto,5900,Diesel,4.33,1.6,145.0,21501
17208,merc, V Class,2019,Automatic,9000,Diesel,6.08,2.0,145.0,29990
16818,hyundi, IX35,2015,Manual,64925,Diesel,4.58,2.0,165.0,8298
18499,hyundi, Santa Fe,2016,Automatic,29448,Diesel,5.67,2.2,260.0,16499
17908,merc, S Class,2019,Semi-Auto,369,Diesel,4.5,3.0,145.0,54999
13911,vauxhall, Agila,2009,Manual,62000,Petrol,4.58,1.2,125.0,2995
16967,bmw, X6,2018,Semi-Auto,7427,Diesel,5.75,3.0,145.0,39990
12834,ford, Puma,2019,Manual,3000,Petrol,4.67,1.0,145.0,25820
16146,hyundi, I800,2018,Manual,32235,Diesel,8.4,2.5,145.0,15998
14239,audi, A7,2019,Automatic,1932,Diesel,6.57,3.0,145.0,53750
15916,ford, Edge,2016,Automatic,52000,Diesel,4.91,2.0,200.0,20799
13475,hyundi, IX20,2017,Automatic,19825,Petrol,5.41,1.6,160.0,10290
12593,bmw, Z4,2020,Semi-Auto,10,Petrol,6.08,2.0,150.0,31895
16248,skoda, Kamiq,2019,Manual,4500,Diesel,4.16,1.6,145.0,15795
15537,ford, Grand C-MAX,2017,Manual,7219,Diesel,3.66,1.5,30.0,14498
15268,vw, Arteon,2019,Automatic,4867,Petrol,7.17,2.0,145.0,26880
13948,hyundi, IX20,2016,Manual,17611,Petrol,4.67,1.4,125.0,8590
15223,skoda, Yeti,2016,Manual,13757,Petrol,4.58,1.2,125.0,11355
12913,hyundi, IX20,2018,Automatic,17167,Petrol,5.41,1.6,145.0,10990
16852,bmw, M4,2019,Semi-Auto,5239,Petrol,6.92,3.0,145.0,46995
17818,skoda, Scala,2020,Manual,2217,Petrol,4.74,1.0,145.0,16750
